"Player Code",Name,Country,Active,Provisional,"First Game","Last Game",Highest,Rating,GP,Won,"GP Att","Attack Wins","GP Def","Def Wins","GP Axis","Axis Wins","GP Allies","Allies Wins","Cur Streak","Longest Strk","Max. Decay","Decay to date"
KY4,"Tom KEARNEY",USA,1,0,2017-04-28,2024-04-20,1705.4,1690.2,32,21,1,1,1,0,6,5,4,3,0,9,0,54
621,"Scott HASSON",USA,1,0,2017-04-28,2024-08-03,1504.8,1418.2,14,5,1,0,0,0,5,2,4,1,0,2,0,60
MOL,"Lindsay MURILLO",USA,0,1,2017-04-28,2018-04-20,1500,1308.1,3,0,0,0,0,0,1,0,0,0,0,0,215,126
DET,"Tim DEANE",USA,1,0,2017-04-28,2024-08-03,1500,1404.5,20,7,2,1,3,1,8,3,9,4,0,2,0,36
S2M,"Mike RICKMAN",USA,1,1,2017-04-28,2024-04-20,1500,1302.4,7,1,0,0,0,0,4,1,1,0,0,1,0,108
OAP,"Peter ORTEGA",USA,0,1,2017-04-29,2017-04-29,1500,1314.9,1,0,0,0,0,0,0,0,0,0,0,0,221,162
B4J,"Jim BENNET",Canada,0,1,2017-05-19,2017-05-20,1500,1213.4,5,0,3,0,2,0,4,0,1,0,0,0,205,159
BMK,"Ken BALSOM",Canada,0,1,2017-05-19,2017-05-20,1510.4,1322.6,5,2,2,1,3,1,2,1,3,1,1,1,222,159
1NA,"Andrew SIMPSON",USA,1,0,2017-05-19,2024-05-12,1624.1,1546.1,40,24,7,3,12,8,9,8,10,3,1,4,0,0
WeD1,"David Wallace",,0,1,2017-06-10,2017-08-30,1571.8,1421.8,6,4,0,0,1,1,4,3,2,1,0,2,235,150
W8J,"James WOLSTENHOLME",Australia,0,1,2017-06-11,2018-12-20,1500,1295.2,9,2,1,0,0,0,3,1,6,1,0,1,209,102
DRK,"Kevin DENNER",USA,0,1,2017-06-25,2017-06-25,1500,1274.3,6,2,2,0,2,1,4,1,2,1,1,1,214,156
MA6,"Michael MASURA",USA,0,1,2017-06-25,2019-06-01,1500,1338,3,0,2,0,0,0,2,0,1,0,0,0,213,84
WRK,"Kirk WOLLER",USA,0,1,2017-06-25,2017-06-25,1500,1338,2,1,1,1,1,0,1,0,1,1,0,1,224,156
7OJ,"Juan FRANCO",USA,0,1,2017-06-25,2018-06-28,1500,1321.4,4,1,1,0,1,0,2,0,2,1,0,1,216,120
3XP,"Philippe BARBAROUX",USA,0,1,2017-06-25,2021-06-20,1534.4,1502.8,8,5,3,1,1,0,2,2,5,2,0,4,226,9
9LJ,"James WOODALL",USA,0,1,2017-06-25,2018-06-28,1500,1359.3,3,1,1,0,1,0,1,1,2,0,1,1,221,120
TRR,"Richard TRIPPEER",USA,0,1,2017-07-28,2018-07-03,1500,1210.5,9,1,4,0,1,0,7,1,2,0,1,1,199,117
GkB3,"Bill Gouinlock",,1,0,2017-08-01,2024-08-03,1500,1457.6,11,5,2,1,1,0,7,2,4,3,0,2,0,72
DrS1,"Steve Dedier",,1,1,2017-08-01,2024-08-03,1500,1272.7,10,0,2,0,1,0,5,0,4,0,0,0,0,72
AeS1,"Steve Aque",,0,1,2017-08-01,2017-08-01,1500,1318.8,1,0,0,0,0,0,1,0,0,0,0,0,220,153
LgC1,"Christian Lindberg",,1,0,2017-08-09,2024-05-05,1500,1447.8,42,15,20,7,16,7,18,7,13,5,0,2,0,0
BiJ1,"Jim Bellini",,0,1,2017-08-30,2021-09-30,1500,1386.9,7,1,3,0,1,1,5,0,2,1,1,1,208,0
DcL1,"Ljubomir Djordjevic",,0,1,2017-09-27,2019-06-01,1500,1359.4,9,3,1,0,0,0,1,0,0,0,1,1,216,84
DqA1,"André Demeocq",,0,1,2017-09-27,2018-06-01,1500,1356.4,5,2,0,0,0,0,0,0,0,0,1,1,221,120
SyD1,"David Stanaway",USA,0,0,2017-09-30,2021-06-20,1519.8,1486.5,15,6,0,0,2,0,5,2,3,1,0,3,224,9
PiM1,"Mark Pandori",,1,0,2017-10-05,2023-05-08,1521.9,1359,35,13,10,1,11,5,16,9,16,3,2,2,0,0
PsE1,"Eric Peneys",,0,1,2017-10-05,2017-10-06,1500,1352.7,2,1,0,0,0,0,0,0,0,0,1,1,224,144
HlD1,"David Hull",,0,1,2017-10-05,2017-10-07,1511.4,1367.4,5,3,0,0,0,0,0,0,0,0,2,2,226,144
LaA1,"Alan Lipka",USA,1,1,2017-10-06,2024-04-19,1500,1392.4,7,1,0,0,1,0,2,1,1,0,0,1,0,36
BsB1,"Bean Boles",,0,1,2017-10-08,2017-10-08,1537.1,1393.1,2,2,0,0,0,0,0,0,0,0,2,2,230,144
HnI1,"Isaac Hershhorn",,0,1,2017-10-08,2017-10-08,1500,1331,1,0,0,0,0,0,0,0,0,0,0,0,221,144
GiA1,"Alfredo Giaroni",unknown,0,1,2017-11-01,2018-11-03,1500,1391.3,10,5,3,1,2,2,6,3,4,2,1,2,224,105
KhK1,"Kris Koch",Germany,1,0,2017-11-01,2024-04-28,1526.1,1435.9,47,20,13,5,16,6,31,13,12,5,1,4,0,0
KuJ1,"Jonathan Kapleau",USA,1,0,2017-12-02,2023-12-02,1500,1423.3,30,10,4,2,4,1,5,3,4,0,4,4,0,0
MzJ1,"Juanjo Martinez",,0,1,2018-01-01,2018-01-01,1509.9,1371.9,4,2,0,0,1,0,2,0,2,2,0,1,226,138
NaB1,"Bud Nicola",,0,0,2018-02-09,2021-03-06,1500,1248.2,20,2,1,0,5,1,0,0,6,1,1,1,190,21
SsP1,"Pedro Santos",,0,1,2018-02-28,2018-06-24,1586.4,1448.4,9,6,0,0,0,0,4,2,5,4,0,3,235,120
LdJ1,"Jesper Led",Denmark,0,0,2018-02-28,2022-03-06,1541.7,1525.2,16,9,2,1,2,1,5,3,0,0,1,6,0,0
HhJ1,"Jeremy Howison-Haworth",,0,1,2018-03-02,2018-03-02,1523.8,1391.8,1,1,0,0,0,0,1,1,0,0,1,1,228,132
SlM1,"Mark Sockwell",,0,1,2018-03-16,2019-03-16,1500,1330.3,3,0,2,0,1,0,3,0,0,0,0,0,213,93
WnJ1,"Justin Williamson",,1,1,2018-03-16,2024-06-13,1500,1358,4,1,1,0,1,0,3,1,1,0,0,1,0,117
RhA1,"Alex Routh",,0,1,2018-03-16,2019-03-15,1500,1397.3,3,1,2,1,1,0,2,0,1,1,0,1,223,93
CoF1,"Frank Canzolino",,0,0,2018-04-05,2019-04-01,1500,1269.4,12,3,1,0,5,1,1,0,5,1,0,2,203,90
LaM1,"Michael La Terza",,0,1,2018-04-05,2018-04-05,1500,1356.8,2,1,1,1,1,0,2,1,0,0,0,1,222,126
SoL1,"Louis Serio",,0,1,2018-04-05,2018-04-06,1545,1394.1,4,2,3,1,1,1,0,0,4,2,0,2,228,126
DsC1,"Chuck Davis",,0,1,2018-04-06,2018-04-06,1500,1339,1,0,0,0,0,0,0,0,0,0,0,0,219,126
BsA1,"Amanda Boles",,0,1,2018-04-07,2018-06-28,1500,1328.8,7,3,0,0,1,0,3,2,4,1,0,3,217,120
GeM2,"Michael Gravinese",USA,0,1,2018-04-20,2018-04-20,1500,1354.1,1,0,0,0,0,0,1,0,0,0,0,0,222,126
BmM1,"Martin Björkhem",,1,0,2018-05-01,2024-03-03,1500,1206.1,42,7,24,2,9,3,12,2,13,1,0,1,0,0
MnT1,"Tim Magnusson",,0,1,2018-05-01,2018-05-01,1500,1349.8,1,0,0,0,0,0,0,0,1,0,0,0,221,126
HRE1,"Eldon HEMMINGER",,0,1,2018-05-18,2018-05-19,1500,1290,3,0,2,0,1,0,0,0,0,0,0,0,211,123
LEL1,"Larry LEE",,0,1,2018-05-19,2018-05-20,1500,1339.7,3,1,0,0,3,1,0,0,0,0,0,1,219,123
DyJ1,"Jack Dempsey",,0,1,2018-06-01,2018-06-01,1500,1310.1,5,1,0,0,0,0,1,0,4,1,0,1,214,120
GnA1,"Andy Goldin",USA,1,0,2018-06-01,2024-07-13,1526.9,1519.2,45,19,17,6,17,10,19,10,15,6,2,5,0,0
KkA1,"Albert Kirkpatrick",,0,1,2018-06-01,2018-06-01,1500,1355.6,5,2,0,0,0,0,1,1,4,1,0,1,221,120
WsR1,"Raymond Weiss",,0,1,2018-06-01,2018-06-01,1500,1308.9,2,0,0,0,0,0,0,0,2,0,0,0,214,120
SsL1,"Lee Hyde Sellars",,0,1,2018-06-01,2018-06-01,1500,1358.6,1,0,0,0,0,0,1,0,0,0,0,0,221,120
SgC1,"Curt Shilling",USA,1,1,2018-06-01,2023-07-08,1503.2,1455.3,4,2,1,0,1,1,2,2,2,0,0,1,0,75
OlH1,"Hugh O'donnell",,0,1,2018-06-01,2018-06-01,1500,1346.6,1,0,0,0,0,0,0,0,1,0,0,0,219,120
SrS1,"Scott Sherer",,0,1,2018-06-01,2018-06-01,1500,1298,3,0,0,0,1,0,0,0,3,0,0,0,212,120
DiJ1,"Jay Dragonetti",,1,0,2018-06-01,2023-09-01,1597.3,1579.7,22,12,10,8,5,0,8,4,11,5,0,6,0,0
CiM1,"Maurizio Catacchini",,0,1,2018-06-01,2018-06-01,1500,1349.1,1,0,0,0,0,0,0,0,1,0,0,0,220,120
DrT1,"Tobias Deissler",Germany,1,0,2018-06-01,2024-04-28,1507.6,1424.1,29,11,13,4,9,3,14,5,12,4,1,2,0,0
OtP1,"Pau Orrit",,0,1,2018-06-01,2018-06-01,1500,1330,2,0,0,0,0,0,2,0,0,0,0,0,217,120
AsJ1,"Joel Ayres",,1,0,2018-06-23,2024-06-23,1500,1415.6,14,7,0,0,0,0,6,2,8,5,0,2,0,36
LeT1,"Tracey Love",,1,0,2018-06-28,2024-06-13,1500,1482.8,44,20,0,0,2,1,21,9,23,11,2,4,0,0
RsD1,"Dean Rogers",,0,1,2018-06-28,2018-06-28,1500,1212.2,6,0,0,0,0,0,3,0,3,0,0,0,199,120
FnD1,"Don Fenton",,1,0,2018-06-28,2024-06-13,1545.1,1427.9,12,5,0,0,0,0,6,3,6,2,0,2,0,33
ZaF1,"Felipe Zavala",USA,1,0,2018-06-28,2023-09-01,1663.9,1639.2,23,14,6,4,8,6,13,7,10,7,0,4,0,0
OzO1,"Orlando Ortiz",,0,1,2018-06-28,2019-06-01,1538.2,1364.1,7,3,0,0,0,0,2,1,5,2,0,3,217,84
LeW1,"Woody Lee",,0,0,2018-06-28,2022-06-16,1500,1381.3,11,3,0,0,0,0,7,1,4,2,0,1,0,0
AnC1,"Chuck Anderson",,1,1,2018-06-28,2024-06-13,1500,1401.3,7,3,0,0,0,0,2,1,5,2,0,1,0,105
DnD1,"Devon Davidson",,0,1,2018-06-28,2018-06-28,1500,1315.9,2,0,0,0,0,0,0,0,2,0,0,0,215,120
J1,"John Powell",,0,1,2018-06-28,2018-06-28,1500,1339.5,3,1,0,0,0,0,2,1,1,0,1,1,218,120
NgD1,"David Nailing",,0,1,2018-06-28,2018-06-28,1500,1355,1,0,0,0,0,0,1,0,0,0,0,0,221,120
GiM1,"Maurizio Grassi",Italy,1,0,2018-07-01,2024-08-03,1707.4,1690.8,101,58,28,15,19,13,40,22,42,27,3,6,0,0
TrC1,"Cary Tyler",,0,0,2018-07-01,2021-07-24,1500,1281.7,13,1,1,0,0,0,4,0,6,1,0,1,193,6
NsD1,"Dave Nicholas",USA,1,0,2018-07-01,2024-07-28,1536.7,1526.7,24,11,0,0,0,0,8,3,16,8,1,3,0,0
KtD1,"Dave Kocot",USA,1,0,2018-07-03,2024-08-03,1524.1,1497.7,28,13,3,1,2,1,6,3,6,3,0,4,0,0
LrG1,"Gustav Lidemyr",Sweden,1,0,2018-09-21,2024-05-20,1500,1418.3,27,9,18,7,9,2,10,5,10,2,2,2,0,0
TcF1,"François Trébosc",,0,1,2018-10-01,2020-01-06,1511.7,1405.6,8,4,4,2,0,0,1,0,1,1,0,2,220,63
JlB1,"Bruno Javanabal",France,0,1,2018-10-01,2022-01-01,1525,1480.8,10,4,2,2,0,0,0,0,1,1,1,1,0,0
JNE1,"Eric Jouin",,1,0,2018-10-01,2024-04-01,1500,1250.9,24,2,3,0,1,0,5,2,7,0,0,1,0,0
ViP1,"Pete Viglucci",,0,1,2018-10-05,2018-10-07,1500,1338,3,0,0,0,0,0,0,0,0,0,0,0,216,108
TnJ1,"Jim Thomson",,0,1,2018-10-05,2018-10-06,1513.6,1392.6,3,1,0,0,0,0,0,0,0,0,0,1,225,108
SnB1,"Bruce Stevenson",,1,0,2018-10-05,2023-12-03,1536.6,1457.6,52,21,1,0,7,4,12,6,8,3,2,3,0,0
SrE1,"Eric Stranger",,0,1,2018-10-07,2018-10-07,1525,1417,1,1,0,0,0,0,0,0,0,0,1,1,228,108
CoP1,"Peter Di Cioccio",,0,1,2018-10-07,2021-10-10,1500,1355.7,9,1,1,0,1,0,2,0,0,0,0,1,203,0
GeG1,"Gerrit Gericke",,1,0,2018-11-01,2024-05-30,1500,1369.5,18,5,9,2,9,3,9,4,9,1,1,2,0,42
BsC1,"Chris Brooks",,0,0,2018-11-02,2020-08-22,1502.5,1384.8,21,8,1,1,2,0,3,1,0,0,0,2,213,39
ByA1,"Andy Bagley",USA,1,0,2018-11-23,2024-06-23,1515.5,1474.5,77,34,12,3,16,7,36,17,38,15,0,5,0,0
YgG1,"George Young",,1,0,2018-11-30,2023-12-02,1504,1389.6,30,9,0,0,0,0,4,2,0,0,1,2,0,0
RlK1,"Kevin Russell",,0,1,2019-01-04,2020-06-30,1500,1376.4,6,1,2,1,0,0,3,1,1,0,0,1,213,45
FyP1,"Pat Flory",,0,1,2019-01-08,2019-01-08,1500,1386,1,0,0,0,0,0,1,0,0,0,0,0,222,99
DnE1,"Euan Denniston",,1,0,2019-01-16,2023-09-01,1533.3,1493.2,17,8,6,3,5,3,7,4,10,4,1,5,0,0
LiV1,"Vince Lewonski",,0,1,2019-01-17,2019-01-17,1535.8,1436.8,1,1,0,0,1,1,0,0,1,1,1,1,230,99
HrW1,"Walt Hamscher",,0,1,2019-01-17,2019-01-17,1500,1386.8,1,0,1,0,0,0,1,0,0,0,0,0,222,99
WnJ2,"Julius Wirthlin",,0,1,2019-02-08,2019-02-10,1541.2,1445.2,4,3,0,0,0,0,0,0,0,0,1,2,231,96
LeJ1,"Joseph LaRochelle",,0,1,2019-02-08,2020-02-08,1674.2,1614.2,8,7,0,0,0,0,0,0,0,0,7,7,251,60
BsJ2,"Jacob Brooks",,0,0,2019-02-08,2020-02-08,1500,1316,16,4,0,0,0,0,0,0,0,0,0,1,206,60
DlO2,"Oddgeir Drevdal",Norway,1,0,2019-02-28,2024-03-03,1500,1459.6,50,20,23,8,17,9,16,5,14,6,1,4,0,0
JdL1,"Lars Jelstad",,0,0,2019-02-28,2020-11-15,1500,1347.4,14,4,3,1,2,1,3,1,2,1,0,1,207,33
LnJ1,"Joe Lindgren",,0,1,2019-03-15,2019-03-15,1500,1380.8,1,0,0,0,1,0,1,0,0,0,0,0,221,93
GiR1,"Rick Galli",,0,1,2019-04-14,2021-06-30,1547.4,1443.4,9,5,1,0,4,2,4,2,1,0,0,2,217,9
GoB1,"Bing Guo",,0,1,2019-04-20,2019-04-21,1500,1321,4,0,2,0,2,0,2,0,2,0,0,0,211,90
HgL1,"Wenbin(Lynoald) Huang",China,1,0,2019-04-20,2024-07-28,1502.8,1423.3,12,5,6,4,6,1,4,2,8,3,0,2,0,45
VaR1,"Richard Vieira",,1,0,2019-05-01,2022-12-03,1617.7,1588,22,12,3,3,3,2,5,3,7,6,0,4,0,0
KRR1,"RAY KRUGER",,0,1,2019-05-17,2019-05-19,1520.7,1433.7,5,3,0,0,0,0,1,1,4,2,2,2,228,87
LRD1,"DENIS LECLAIR",,0,1,2019-05-17,2019-05-19,1500,1326.1,5,1,0,0,0,0,1,0,4,1,1,1,211,87
LiD1,"Dean Limosani",Canada,0,0,2019-05-17,2022-05-21,1532.7,1530.8,14,8,1,1,3,1,7,3,2,2,1,2,0,0
RGM1,"MIKE ROSBERG",,0,1,2019-05-17,2019-05-19,1500,1400,5,2,0,0,0,0,3,1,2,1,0,2,223,87
CeR1,"René Coté",,0,1,2019-05-17,2019-05-19,1505.5,1381.3,5,2,0,0,0,0,4,2,1,0,1,1,220,87
PNO1,"OLIVIER POULIN",,0,1,2019-05-19,2019-05-19,1500,1385.3,1,0,0,0,0,0,1,0,0,0,0,0,220,87
MeS1,"Stephen McBee",,0,0,2019-06-01,2021-06-20,1521.7,1512.7,15,8,0,0,0,0,7,5,8,3,2,2,228,9
SsW1,"Wayne Spriggs",,0,1,2019-06-01,2019-06-01,1500,1338.6,9,3,0,0,0,0,8,3,1,0,0,3,213,84
J2,"Jim Svette",USA,1,0,2019-06-01,2023-10-07,1544.8,1478.4,32,12,0,0,2,0,8,2,4,2,0,2,0,0
BnM1,"Matt Blackman",,0,1,2019-06-01,2019-06-01,1500,1386.8,3,1,0,0,0,0,2,1,1,0,0,1,220,84
DsD1,"David Douglas",,0,1,2019-06-01,2020-03-01,1609.2,1552.2,8,6,2,1,1,1,3,2,5,4,5,5,241,57
BtG1,"George Bott",,0,1,2019-06-01,2019-06-01,1500,1345,5,1,0,0,0,0,0,0,5,1,0,1,214,84
B1,"Bill Thomson","USA TX",0,0,2019-06-01,2022-06-16,1566.1,1493.3,19,10,4,3,0,0,10,5,9,5,0,5,0,0
DsA1,"Art Douglas",,0,1,2019-06-01,2019-06-01,1652.3,1568.3,8,7,0,0,0,0,5,5,3,2,2,5,247,84
FnD2,"David Finan",,0,0,2019-06-01,2022-06-16,1500,1316.6,14,2,1,0,0,0,10,2,4,0,0,1,0,0
CrD1,"Dave Cheever",,0,1,2019-06-01,2019-06-01,1501.6,1417.6,5,3,0,0,0,0,2,2,3,1,0,3,225,84
BtJ5,"Jim Bert",,0,1,2019-06-01,2019-06-01,1500,1416,2,1,0,0,0,0,1,1,1,0,1,1,225,84
GnN1,"Nicolas Grandjean",,0,1,2019-06-01,2019-06-01,1500,1335.8,3,0,0,0,0,0,0,0,0,0,1,1,212,84
LrC2,"Christophe Lannier",,0,1,2019-06-01,2019-11-09,1501.4,1382.9,7,2,3,1,1,0,1,0,3,1,1,1,217,69
WdR1,"Renaud Ward",,0,1,2019-06-01,2022-06-04,1518.3,1413.8,5,1,1,0,2,0,0,0,3,0,0,1,0,0
LeM1,"Morris Legge",,0,0,2019-06-03,2020-03-07,1500,1336.5,15,5,0,0,0,0,5,2,10,3,2,2,209,57
SfR1,"Robert Schaaf",,1,0,2019-06-20,2024-07-12,1531.6,1390.8,22,7,11,3,5,1,7,2,8,2,0,2,0,0
GkB2,"Bruce Geryk",,0,1,2019-06-20,2019-06-20,1500,1405.4,1,0,0,0,0,0,0,0,0,0,0,0,223,84
GoE1,"Eric Groo",,0,1,2019-06-20,2020-06-28,1500,1447.8,4,2,0,0,3,2,2,1,1,1,2,2,223,45
GwB1,"Barry Grabow",,0,1,2019-06-20,2019-06-20,1500,1390.7,1,0,0,0,0,0,0,0,0,0,0,0,221,84
CyP1,"Peter Courtnay",,0,1,2019-06-20,2019-06-20,1515.7,1431.7,1,1,0,0,0,0,0,0,0,0,1,1,227,84
CeP1,"Peter Catchpole",,1,0,2019-06-21,2023-11-18,1564.4,1484.3,14,7,1,1,1,0,7,3,7,4,0,5,0,12
CeA1,"Adrian Catchpole",,0,1,2019-06-21,2019-06-23,1500,1310.1,5,1,0,0,0,0,4,1,1,0,1,1,209,84
CmD1,"Dwain Cunningham",,0,1,2019-07-01,2019-07-02,1500,1337.1,3,0,0,0,0,0,2,0,1,0,0,0,212,81
SnK1,"Keith Stevenson",,0,1,2019-07-01,2021-07-25,1502.6,1457.4,9,2,0,0,0,0,3,2,6,0,0,1,219,6
ByP1,"Peter Burbery",UK,1,0,2019-08-03,2023-06-25,1550.7,1429,26,10,1,0,0,0,7,2,13,7,3,3,0,0
BtB1,"Bill Burtt",,0,1,2019-08-09,2019-08-09,1500,1373.3,2,0,1,0,1,0,0,0,2,0,0,0,217,78
DyM1,"Mark Dennehy",,1,1,2019-08-09,2024-06-17,1500,1389.9,8,3,3,2,5,1,6,3,2,0,3,3,0,57
FnW1,"Walter Fortyseven",,0,1,2019-08-09,2019-08-09,1500.8,1422.8,2,1,0,0,2,1,2,1,0,0,1,1,225,78
N1,"Norman Benjamin",,0,1,2019-08-09,2021-08-07,1500,1431.8,6,2,2,0,4,2,2,1,4,1,0,1,215,6
KaD1,"David Kuchta",,0,1,2019-08-09,2019-08-09,1504.9,1426.9,2,1,2,1,0,0,2,1,0,0,1,1,225,78
PtJ2,"JM Perret",,0,1,2019-08-27,2020-01-06,1500,1435.7,4,2,2,1,0,0,0,0,0,0,1,1,224,63
DeJ1,"Jean Carlo Debolle",,1,0,2019-08-27,2024-04-01,1585.2,1510.4,20,11,1,0,3,3,5,3,4,2,1,3,0,0
WzE1,"Eric Walmetz",,0,1,2019-08-27,2021-05-16,1500,1397.8,8,2,1,0,1,0,0,0,0,0,0,1,211,12
GrU1,"Olivier Ramaille",France,1,0,2019-08-27,2024-04-01,1591.4,1472.8,22,11,1,1,4,2,5,3,9,3,0,3,0,0
BuP1,"Pascal Boileau",France,1,0,2019-08-27,2024-04-01,1517.6,1428.3,34,12,8,1,9,2,9,5,15,2,0,3,0,0
WsP1,"Paul Weeks",,0,1,2019-08-31,2019-09-01,1528.6,1453.6,3,2,0,0,0,0,2,2,1,0,1,1,229,75
LsB1,"Ben Lootens",,0,1,2019-10-08,2021-10-07,1500,1474.7,3,0,0,0,0,0,0,0,0,0,0,0,221,0
CoM1,"Mike Cassaro",USA,1,0,2019-10-08,2024-07-28,1560.3,1460.9,43,16,2,2,4,1,17,6,8,4,1,3,0,0
LrB1,"Bill Lauter",,1,1,2019-10-10,2023-10-05,1515.3,1502.6,7,3,0,0,0,0,0,0,0,0,0,2,0,0
HkM1,"Michael Hrabak",,0,1,2019-10-10,2019-10-12,1500,1400.5,2,0,0,0,0,0,0,0,0,0,0,0,220,72
SgM2,"Milton Soong",,0,0,2019-10-11,2020-08-27,1531.3,1449.1,11,4,0,0,8,3,5,2,3,1,0,2,223,39
LnB1,"Bill Lovrien",,0,1,2019-10-12,2019-10-12,1500,1396.3,1,0,0,0,0,0,0,0,0,0,0,0,220,72
YeB1,"Brian Yee",,0,1,2019-10-18,2019-10-20,1500,1399.8,5,2,0,0,0,0,0,0,0,0,0,2,220,72
LeH1,"Harry Lee",,0,1,2019-10-18,2019-10-19,1500,1389.3,4,1,0,0,0,0,0,0,0,0,0,1,219,72
BtK1,"Ken Bennett",,0,1,2019-10-18,2019-10-20,1500,1301.8,5,0,0,0,0,0,0,0,0,0,0,0,206,72
FrL1,"Lyle Fisher",,0,1,2019-10-18,2019-10-19,1524.3,1452.3,3,2,0,0,0,0,0,0,0,0,1,1,228,72
MdG1,"Glen MacDermid",,1,0,2019-10-18,2022-11-06,1500,1310.2,27,6,5,0,10,3,6,1,10,2,0,1,0,0
KaB1,"Brandon Koida",,0,1,2019-10-18,2019-10-19,1500,1367.3,4,1,0,0,0,0,0,0,0,0,0,1,215,72
EsA1,"Anthony Echols",,0,1,2019-10-18,2019-10-19,1500,1397.8,3,1,0,0,0,0,0,0,0,0,1,1,220,72
TrJ2,"Jens Thomander",,1,0,2019-11-01,2023-11-19,1686,1648.7,39,25,15,10,19,13,11,7,13,9,1,6,0,0
HsD1,"Dennis Hess",,1,0,2019-11-08,2023-03-27,1500,1245.1,13,0,4,0,4,0,4,0,5,0,0,0,0,0
SnJ1,"Jay Simpson",,0,1,2019-11-08,2019-11-10,1500,1384.3,4,1,0,0,0,0,0,0,0,0,0,1,217,69
PoS2,"Stefano Piccardo",,0,1,2020-01-30,2021-01-30,1500,1445.6,4,1,2,0,2,1,1,0,3,1,1,1,220,24
HsL1,"Lee Hyde-Sellars",,0,1,2020-01-30,2020-01-30,1524.4,1464.4,1,1,1,1,0,0,1,1,0,0,1,1,228,60
PsD1,"Danny Peeters",Belgium,0,1,2020-01-30,2021-09-30,1680.7,1680.7,7,7,3,3,4,4,5,5,2,2,7,7,252,0
SPL1,"Paul Schorfheide",,0,1,2020-01-30,2020-01-30,1500,1415,1,0,1,0,0,0,0,0,1,0,0,0,221,60
RrA1,"Andy Riemer",,0,1,2020-01-30,2020-01-30,1500,1415,1,0,1,0,0,0,1,0,0,0,0,0,221,60
M8M1,Missing-8,,0,1,2020-01-30,2020-01-30,1525,1465,1,1,0,0,1,1,0,0,1,1,1,1,228,60
SzJ1,"Juan Santacruz",Spain,1,0,2020-01-30,2024-03-03,1688.8,1688.8,61,39,31,22,24,14,19,9,26,17,3,5,0,0
JnE2,"Eben Johnson",,1,0,2020-01-31,2023-05-01,1509.6,1352.7,15,4,3,0,8,3,6,2,9,2,0,2,0,0
FrR1,"Rick Fehrenbacher",,0,0,2020-02-07,2021-03-22,1513.1,1335.1,14,3,5,0,4,0,5,0,4,0,0,2,202,18
WkR1,"Ryan Wolk",,1,0,2020-02-07,2024-02-11,1576.9,1576.9,12,7,2,1,6,4,2,2,6,3,1,4,0,0
ReJ1,"Jim Roche",,0,0,2020-02-07,2021-04-19,1500,1409.5,15,5,8,3,4,2,6,3,6,2,0,4,213,15
ELJ,"Jay ELWELL",USA,0,1,2020-02-27,2020-02-27,1500,1413.4,1,0,0,0,1,0,1,0,0,0,0,0,220,57
SoM1,"Michal Sedlacko",Slovakia,1,0,2020-02-28,2024-06-21,1610.3,1531.4,30,16,12,7,11,6,12,6,11,6,2,6,0,0
AnP1,"Peter Albrechtsen",,0,1,2020-02-29,2020-02-29,1500,1385.2,2,0,0,0,0,0,0,0,0,0,0,0,216,57
LnR1,"Rod Lobban",,0,1,2020-03-06,2020-03-06,1500,1438.7,2,1,0,0,0,0,1,0,1,1,0,1,224,57
EnN1,"Neal Ekengren",,1,0,2020-04-13,2023-10-06,1500,1434.9,60,22,22,9,21,7,23,7,27,12,0,3,0,0
KnC1,"Christian Knudsen",,0,1,2020-05-15,2020-05-15,1500,1401,2,0,0,0,0,0,0,0,0,0,0,0,217,51
CnM1,"Mark Chapman",,1,0,2020-05-15,2022-10-16,1563.5,1535.5,12,8,3,2,4,3,4,3,3,2,0,4,0,0
LnA1,"Andrew Luden",,1,0,2020-05-15,2023-05-21,1500,1412.8,16,5,4,2,6,1,8,3,4,0,0,2,0,0
MrE1,"Ernest Meyer",,0,1,2020-05-15,2020-05-17,1500,1385.6,3,0,0,0,0,0,0,0,0,0,0,0,215,51
FaN1,"Nick Faryna",,1,0,2020-05-15,2023-05-21,1500,1374.2,29,9,8,2,8,3,18,5,6,2,0,2,0,0
HsG1,"George Hiotis",Canada,0,0,2020-05-15,2022-05-21,1500,1427.5,14,6,1,1,3,1,7,3,2,1,1,2,0,0
VyM2,"Michael Van Hoy",,0,1,2020-05-15,2020-05-15,1500,1439.8,2,1,0,0,0,0,0,0,0,0,0,1,223,51
KnM3,"Matthew Keurejian",,1,0,2020-06-15,2024-06-17,1500,1342.5,35,11,13,3,17,6,14,4,21,7,0,3,0,0
GcD1,"Dmitri Garlic",,0,1,2020-06-15,2020-07-20,1519.8,1394.8,9,3,6,2,3,1,3,1,6,2,0,1,215,42
SnD1,"Dan Sullivan",,1,0,2020-06-15,2024-06-17,1642.2,1619.1,32,18,14,9,18,9,14,7,18,11,2,4,0,0
VyM1,"Mike Von Hoy",,0,1,2020-06-15,2020-07-20,1500.6,1430.4,4,1,2,1,2,0,2,0,2,1,0,1,220,42
BaS1,"Santiago Lopez Barba",,0,1,2020-06-24,2020-06-28,1519.6,1470,4,2,2,2,2,0,3,2,1,0,1,1,227,45
FeS1,"Styrk Finne",,0,1,2020-06-24,2020-06-27,1500,1382,4,0,3,0,1,0,3,0,1,0,0,0,214,45
RyV1,"Varick Ready",USA,0,1,2020-06-24,2022-01-16,1601.2,1583.7,8,6,2,2,6,4,6,5,2,1,0,3,0,0
