"Player Code",Name,Country,Active,Provisional,"First Game","Last Game",Highest,Rating,GP,Won,"GP Att","Attack Wins","GP Def","Def Wins","GP Axis","Axis Wins","GP Allies","Allies Wins","Cur Streak","Longest Strk","Max. Decay","Decay to date"
VDT,"Tomas VESTELIND",Sweden,0,0,2014-08-29,2018-11-03,1500,1261.2,42,11,10,2,8,4,6,1,3,1,1,4,204,105
LUE,"Erwin LAU",China,0,1,2014-09-20,2014-09-20,1575,1338.7,3,3,0,0,0,0,0,0,0,0,3,3,236,236
WHL,"Li Tah WAH",China,0,1,2014-09-20,2014-09-20,1500,1253.7,1,0,0,0,0,0,0,0,0,0,0,0,221,221
W2L,"Lai Lap WAN",China,0,1,2014-09-20,2014-09-20,1500,1275,2,1,0,0,0,0,0,0,0,0,1,1,225,225
KGT,"Ted KWONG",China,0,1,2014-09-20,2014-09-20,1503.2,1277.7,2,1,0,0,2,1,0,0,2,1,1,1,225,225
LGA,"Anthony LEUNG",China,0,1,2014-09-20,2014-09-20,1525,1296.2,3,2,0,0,0,0,0,0,0,0,0,2,228,228
CGL,"Lurk CHEUNG",China,0,1,2014-09-20,2014-09-20,1500,1232.5,2,0,0,0,0,0,0,0,0,0,0,0,217,217
CUC,"Christopher CHU",China,0,1,2014-09-20,2014-09-20,1500,1253.7,1,0,1,0,0,0,1,0,0,0,0,0,221,221
AIA,"Aris AVI",British,0,1,2014-09-20,2014-09-20,1500,1256.4,1,0,1,0,0,0,1,0,0,0,0,0,221,221
PUA,"Alex PAU",China,0,1,2014-09-20,2014-09-20,1525,1296.2,1,1,0,0,0,0,0,0,0,0,1,1,228,228
HOL,"Lawrence HO",China,0,1,2014-09-20,2014-09-20,1500,1253.7,1,0,0,0,0,0,0,0,0,0,0,0,221,221
LIS,"Simon LAI",China,0,1,2014-09-20,2014-09-20,1500,1253.7,1,0,0,0,0,0,0,0,0,0,0,0,221,221
CAE,"Jeff CEBULA",USA,0,1,2014-10-04,2014-10-05,1500,1247.5,3,1,1,1,2,0,0,0,3,1,1,1,220,220
SsJ1,"Jeremy Shields",,0,0,2014-10-08,2015-10-11,1511.3,1192.2,12,4,0,0,0,0,0,0,0,0,0,2,210,210
FRR,"Rich FULCHER",USA,1,0,2014-10-08,2023-10-06,1542.4,1384.1,24,7,3,2,2,0,2,0,3,2,0,2,0,36
HnC1,"Corey Hershhorn",,0,1,2014-10-08,2015-10-10,1500,1190.1,4,0,0,0,0,0,0,0,0,0,0,0,210,210
MaV1,"Vincent Maresca",,0,1,2014-10-09,2020-01-17,1518.7,1411.4,6,3,0,0,0,0,0,0,0,0,0,3,221,99
B3K,"Kurt BERGER",Canada,0,0,2014-10-09,2019-05-19,1500,1275.8,28,8,3,1,2,0,9,3,1,0,0,2,204,87
MyJ1,"Jim Mackey",,0,1,2014-10-09,2015-10-09,1500,1243.1,2,0,0,0,0,0,0,0,0,0,0,0,219,219
KYD,"Doug KIRBY",USA,0,0,2014-10-09,2019-10-12,1614.1,1520,31,15,0,0,0,0,0,0,0,0,2,4,238,72
KZM,"Mark KRAATZ",Canada,0,0,2014-10-09,2019-05-19,1500,1210.7,23,5,3,0,0,0,6,1,1,0,0,2,194,87
BnB1,"Bob Bassin",,0,1,2014-10-09,2014-10-11,1500,1251.8,3,1,0,0,0,0,0,0,0,0,0,1,220,220
KyJ3,"Jerry Kirby",,0,1,2014-10-10,2014-10-10,1500,1247,1,0,0,0,0,0,0,0,0,0,0,0,220,220
SzE1,"Earl Schultz",,0,1,2014-10-10,2019-10-12,1500,1328,8,1,0,0,0,0,0,0,0,0,0,1,210,72
WnP1,"Paul Washington",USA,1,0,2014-10-11,2024-07-13,1559.3,1486.5,96,45,24,8,29,18,30,19,29,9,0,6,0,0
1KM,"Mark SHRYOCK",USA,0,1,2014-10-13,2015-10-10,1500,1230.6,2,0,0,0,0,0,0,0,0,0,0,0,217,217
V4K,"Kirby VINCENT",Sweden,1,0,2014-10-17,2023-03-05,1500,1309.6,28,6,5,0,1,0,6,0,3,1,0,2,0,0
FZO,"Oscar FERNANDEZ",Germany,0,1,2014-11-14,2014-11-16,1500.8,1213.8,5,1,4,1,1,0,1,1,4,0,0,1,214,214
4NL,"Lars-Peder JENSEN",Denmark,0,0,2014-11-14,2020-03-01,1500,1352.2,33,10,4,1,4,2,10,5,7,1,0,3,211,57
7EL,"Luc DALLAIRE",USA,0,1,2014-12-05,2015-12-06,1500,1185.1,9,2,0,0,0,0,0,0,0,0,0,2,209,209
CSW,"Bill CURTIS",USA,0,0,2014-12-05,2021-12-04,1513.8,1457.7,28,13,2,1,3,2,4,2,1,1,0,3,0,60
GTS,"Stéphane GRACIET",France,1,0,2014-12-05,2023-12-02,1519.1,1418.6,26,8,0,0,0,0,0,0,0,0,0,3,0,0
WAA,"Adhika WIDYAPARAGA",Indonesia,0,1,2015-01-25,2015-04-29,1500,1215.9,3,0,2,0,1,0,2,0,1,0,0,0,214,214
STA,"Andrew STEWART",Australia,0,1,2015-01-25,2015-07-12,1500,1186.5,4,0,2,0,2,0,3,0,1,0,0,0,209,209
26A,"malcolm CAMERON",Australia,0,1,2015-01-30,2016-01-25,1604.9,1379.6,10,7,5,4,5,3,5,4,5,3,0,6,238,207
BE9,"Bill BRODIE",Australia,0,0,2015-01-30,2017-01-27,1517.4,1297.6,12,4,5,3,7,1,7,3,5,1,0,2,220,171
4PE,"eric TOPP",Australia,0,0,2015-01-30,2017-01-29,1542.5,1359.7,14,6,10,5,4,1,9,4,5,2,0,3,229,171
98J,"Jamie WESTLAKE",Australia,1,0,2015-01-30,2024-03-25,1758,1581.5,30,23,15,11,11,9,18,16,10,6,0,7,0,126
H7P,"peter HOWARD",Australia,0,1,2015-01-31,2016-01-23,1500,1208.7,4,0,1,0,3,0,1,0,3,0,0,0,212,207
42K,"Kåre JACOBSEN",Denmark,1,0,2015-02-20,2024-03-03,1688.4,1673,65,38,15,12,21,10,17,10,13,9,1,5,0,0
TTC,"Chris TROUT",USA,0,0,2015-02-27,2019-08-09,1500,1298.6,19,6,9,2,5,2,9,3,10,3,0,2,206,78
BPP,"Paul BLANKENSHIP",USA,0,1,2015-02-27,2015-02-27,1525.1,1296.3,1,1,1,1,0,0,0,0,1,1,1,1,228,228
WTJ,"Jason WERT",USA,1,0,2015-02-27,2023-05-01,1649.5,1496,69,33,18,10,17,9,22,12,22,10,0,8,0,0
C1D,"Daniel CARDENAS",Spain,0,1,2015-03-01,2016-04-30,1500,1206.4,6,1,1,1,4,0,0,0,6,1,0,1,210,198
EYR,"Bob EURY",USA,1,0,2015-03-01,2023-05-01,1502.3,1297.8,21,5,3,0,9,2,15,3,6,2,0,1,0,18
SSP,"Paul SAUNDERS",UK,1,0,2015-03-05,2023-03-09,1527.3,1448.3,11,7,2,1,1,1,4,4,4,2,1,4,0,60
AHI,"Iain AINSWORTH",UK,1,0,2015-03-06,2023-11-18,1626.8,1624.3,56,33,8,8,9,4,32,19,22,12,2,5,0,0
LHS,"Steve LANDRETH",USA,1,1,2015-03-13,2022-09-04,1500,1299.9,9,2,3,0,3,1,3,1,6,1,1,1,0,87
0Y1,"Sam CAREY",USA,1,0,2015-03-13,2022-09-04,1538,1411.7,14,7,5,3,5,3,7,3,7,4,0,3,0,87
M11,"Scott MULLINS",USA,1,0,2015-03-13,2024-06-13,1500,1370.9,38,15,9,6,12,3,16,8,22,7,0,3,0,63
P2A,"Tony PIERSON",USA,0,1,2015-03-13,2019-03-16,1542.9,1383.3,6,3,0,0,6,3,1,1,5,2,1,2,221,129
9DJ,"John WOOD",USA,1,0,2015-03-20,2023-12-02,1500,1169.8,56,8,11,2,8,0,10,0,9,2,0,2,0,33
LA6,"michael LA TERZA",USA,0,1,2015-03-20,2015-03-20,1500,1245.1,2,0,0,0,0,0,0,0,0,0,0,0,219,219
BN4,"thom BOERMAN",USA,0,1,2015-03-21,2015-03-21,1500,1249.9,1,0,0,0,0,0,0,0,0,0,0,0,220,220
SRT,"Tiago SCHAEFFER",USA,0,1,2015-04-24,2015-04-26,1500,1172.1,4,0,0,0,0,0,0,0,0,0,0,0,206,206
FG9,"Will FORG",USA,0,0,2015-04-25,2018-04-07,1500,1150.6,30,8,2,0,2,1,3,0,1,1,0,2,191,126
H23,"Ray HANSEN",USA,0,1,2015-04-25,2015-04-26,1500,1252.3,3,1,0,0,0,0,0,0,0,0,0,1,221,221
YSD,"David YLLANES",Canada,0,0,2015-04-29,2018-02-01,1500,1273.8,19,7,2,0,7,3,11,5,7,2,0,2,210,132
SMJ,"Josh SEAMON",USA,0,0,2015-04-30,2020-02-29,1711.1,1654.1,15,12,3,1,5,4,8,7,4,2,10,10,256,57
CIG,"Gabriele CATANI",Italy,0,1,2015-05-08,2015-05-09,1500,1241.8,3,0,0,0,0,0,0,0,0,0,0,1,219,219
C06,"Massimiliano COLOSIMO",Italy,1,0,2015-05-08,2024-05-30,1500,1480.4,28,14,9,4,8,6,13,8,5,3,0,7,0,144
MIL,"Luca MARTINI",Italy,1,0,2015-05-08,2024-05-30,1634.8,1625.1,61,34,16,9,27,14,30,18,18,8,0,5,0,0
MSM,"Martin MARQUIS",Canada,0,0,2015-05-15,2022-05-21,1634.7,1591.3,19,12,1,1,9,5,5,3,6,4,0,4,0,9
33J,"James RIMMER",Canada,0,0,2015-05-15,2020-04-14,1558.1,1396.1,23,9,4,3,4,1,7,1,9,6,0,2,217,54
W2A,"Anders WESTERGREN",Sweden,0,0,2015-05-15,2017-08-09,1586.7,1436.7,11,7,4,2,5,4,7,5,3,1,1,3,238,150
GCJ,"John GARLIC",USA,1,0,2015-06-25,2024-06-19,1834.1,1807.9,135,93,34,26,34,20,63,41,57,44,0,11,0,0
334,"Jesse BOOMER",USA,0,0,2015-06-25,2017-06-25,1500,1181,17,3,7,1,3,1,9,3,8,0,1,1,200,156
NNG,"Gary NORMAN",UK,1,0,2015-06-25,2022-11-17,1527.5,1381.7,62,25,12,5,13,4,34,15,28,10,2,4,0,0
M5A,"Andrew MALY",USA,0,0,2015-06-26,2017-06-25,1545,1367.8,12,8,3,2,1,1,7,4,5,4,2,3,228,156
PyK1,"Kenneth Priddy",,0,1,2015-06-26,2015-06-27,1533.1,1285.7,2,1,0,0,0,0,2,1,0,0,0,1,226,226
MZF,"Paco MAINEZ",Spain,0,1,2015-06-26,2019-06-21,1500,1297.7,5,1,1,1,3,0,3,1,2,0,0,1,207,117
9RA,"Andy WALLER",UK,0,1,2015-06-27,2016-06-24,1500,1257.2,2,0,1,0,1,0,1,0,1,0,0,0,217,192
QLC,"Coleman QUILL",USA,0,0,2015-07-24,2018-10-05,1500,1224.5,25,3,7,1,12,1,12,2,12,1,0,2,199,108
6SD,"Dale MILES",USA,0,1,2015-07-24,2015-07-26,1500,1265.5,4,2,1,0,3,2,3,2,1,0,1,1,223,223
G2D,"David GARVIN",Canada,1,0,2015-07-24,2024-08-03,1500,1362.7,91,37,24,7,30,18,36,15,37,15,0,3,0,0
9TJ,"Jeff WERT",USA,0,1,2015-07-31,2015-07-31,1500,1243.8,1,0,0,0,1,0,0,0,1,0,0,0,219,219
HYM,"Martin HUBLEY",UK,0,1,2015-07-31,2015-07-31,1516.4,1291.4,1,1,0,0,0,0,0,0,1,1,1,1,227,225
RNJ,"Johannes RIMPILÄINEN",Finland,0,1,2015-08-21,2016-08-21,1555.2,1339.2,8,5,1,1,2,1,0,0,3,2,0,4,228,186
CrR1,"Richard Carter",,0,1,2015-10-08,2015-10-10,1500,1266.2,5,2,0,0,0,0,0,0,0,0,1,1,222,219
WrC1,"Chip Wertenberger",USA,1,0,2015-10-08,2024-06-17,1552.6,1540.6,35,17,11,7,8,5,9,6,10,6,0,7,0,87
D2D,"Dennis DONOVAN",USA,0,0,2015-10-08,2018-06-28,1500,1342.8,11,3,3,0,3,2,1,0,8,3,0,2,219,120
H11,"Seamus HOSKINS",USA,0,1,2015-10-08,2018-06-01,1514.7,1354.5,7,3,0,0,1,0,1,0,1,0,0,3,221,120
CyR1,"Russ Carry",,0,1,2015-10-09,2015-10-09,1500,1265.2,1,0,0,0,0,0,0,0,0,0,0,0,222,219
WtG1,"Gabriel Wert",,0,1,2015-10-10,2020-11-15,1500,1369.1,5,0,0,0,0,0,0,0,0,0,0,0,210,36
J2M,"Mike JOHNSTON",USA,1,0,2015-10-10,2024-04-20,1500,1318.8,11,0,2,0,3,0,2,0,5,0,0,0,0,36
M1D,"Dusty MORRIS",USA,0,1,2015-10-10,2018-04-08,1559.8,1421.9,8,5,1,1,4,2,2,1,3,2,0,3,232,126
TSJ,"José TOMAS",Spain,0,1,2015-10-24,2015-10-24,1556.1,1340.1,2,2,2,2,0,0,0,0,2,2,2,2,233,216
MISSING-7,Missing-7,,0,1,2015-11-04,2015-11-04,1500,1258.7,1,0,0,0,1,0,0,0,1,0,0,0,221,216
J22,"Philipp JANSSEN",Germany,0,1,2015-11-13,2015-11-15,1500,1221.1,5,1,0,0,0,0,0,0,0,0,2,2,215,213
R1M,"Maarten Jan RINGERS",Netherlands,1,0,2015-11-13,2023-11-05,1500,1405.7,32,11,9,3,8,3,10,2,12,6,0,3,0,0
NSA,"Andries NOLLES",Netherlands,0,0,2015-11-13,2018-11-03,1500,1189.1,19,3,2,0,3,1,6,2,4,1,1,2,194,105
H8M,"Maarten VAN HOUTE",Netherlands,0,0,2015-11-13,2019-11-09,1539.1,1470.1,25,11,6,3,5,3,8,4,7,4,1,4,230,69
MND,"Doug MCMUELLEN",USA,0,1,2015-12-04,2015-12-05,1500,1217,4,0,0,0,0,0,0,0,0,0,0,0,214,213
KIM,"Mark KOLENSKI",USA,0,0,2015-12-04,2017-12-03,1511.2,1271.1,21,9,5,3,3,0,4,1,4,2,1,3,211,138
T3G,"Greg TAYLOR",USA,0,0,2015-12-05,2018-12-03,1500,1146.8,13,1,0,0,0,0,0,0,0,0,0,1,187,102
SIS,"Simon SPINETTI",Australia,0,1,2016-01-23,2017-01-28,1531.8,1360.8,8,4,3,1,5,3,4,2,4,2,1,1,229,171
H21,"Sean HODGMAN",Australia,0,1,2016-01-23,2017-01-29,1563.3,1381.1,9,5,4,3,4,1,1,1,7,3,1,3,232,171
MRP,"Peter MANGER",Australia,0,1,2016-01-24,2016-01-24,1500,1269.3,1,0,1,0,0,0,1,0,0,0,0,0,221,207
DNC,"Cédric DEJEAN",France,0,0,2016-02-01,2018-06-01,1500,1317.4,12,4,2,1,2,1,2,1,2,1,0,4,215,120
M37,"David MUIR",Denmark,0,1,2016-02-26,2022-03-06,1548.9,1393,10,3,1,0,2,1,1,1,0,0,1,2,0,36
SOA,"Arnold SHIMO",USA,0,1,2016-03-01,2016-03-01,1500,1259.7,1,0,1,0,0,0,0,0,1,0,0,0,219,204
B8J,"Jack BOYLE",USA,1,0,2016-03-01,2023-09-01,1510.8,1408.7,27,8,13,4,8,2,10,4,15,4,0,2,0,0
SPD,"Daniel SOUKUP",USA,0,1,2016-03-01,2021-01-30,1500,1380.4,4,0,1,0,1,0,3,0,1,0,0,0,210,24
5AA,"Alberto GRIFFA",USA,0,1,2016-03-01,2018-06-01,1500,1240.4,7,1,2,0,2,0,4,1,3,0,0,1,204,120
ML6,"Miguel MCDOWELL",USA,0,1,2016-03-01,2016-06-30,1519.2,1327.2,2,1,1,0,1,1,0,0,2,1,1,1,227,192
1HG,"Gregory SMITH",USA,0,1,2016-03-01,2016-06-30,1522.3,1281.1,3,1,1,0,2,1,2,1,1,0,0,1,220,192
B33,"Rob BYWATER",UK,0,1,2016-03-11,2016-03-11,1529,1325,1,1,0,0,1,1,1,1,0,0,1,1,229,204
TND,"David TURPIN",UK,0,1,2016-03-11,2018-06-24,1564.9,1375.7,6,3,1,1,2,2,2,2,4,1,0,3,224,120
T2J,"John TURPIN",UK,0,1,2016-03-11,2018-06-23,1500,1284.6,7,2,2,0,1,0,4,1,3,1,1,1,210,120
TEJ,"James TRUE",USA,0,1,2016-03-19,2016-03-19,1500,1267.2,4,1,2,1,2,0,0,0,4,1,0,1,220,201
FYL,"Larry FLAHERTY",USA,1,0,2016-04-02,2022-12-04,1500,1456.5,58,23,7,3,2,2,7,3,9,4,0,2,0,0
A1M,"Mitch ABRAMS",USA,1,0,2016-04-02,2024-08-01,1549.9,1495.3,14,8,0,0,3,2,3,2,2,1,1,4,0,69
B44,"Todd BRAULT",USA,0,1,2016-04-02,2016-04-02,1500,1274,5,2,0,0,0,0,0,0,0,0,1,1,221,201
CE1,"Paul CHICOINE",USA,0,1,2016-04-02,2016-04-02,1500,1296.1,4,2,0,0,0,0,0,0,0,0,0,1,224,201
1H1,"Sean SMITH",USA,0,1,2016-04-02,2016-04-02,1500,1272.8,2,0,0,0,0,0,0,0,0,0,0,0,221,201
GNK,"Kevin GUERIN",USA,0,1,2016-04-02,2016-04-02,1550,1349,4,3,0,0,0,0,0,0,0,0,1,2,232,201
VSR,"Roy VARS",USA,0,1,2016-04-02,2016-04-02,1500,1194.3,4,0,0,0,0,0,0,0,0,0,0,0,209,201
G4E,"Emery GALLANT",USA,0,1,2016-04-02,2016-04-02,1500,1245.2,2,0,0,0,0,0,0,0,0,0,0,0,216,201
GDP,"Paul GINNARD",USA,0,1,2016-04-02,2016-04-02,1509.7,1308.7,4,2,0,0,0,0,0,0,0,0,0,2,226,201
OLD,"Dave O'DELL",USA,1,0,2016-04-02,2024-08-03,1568.2,1520.5,12,6,2,2,2,1,6,3,3,2,0,3,0,12
L84,"Jeff LUCE",USA,1,1,2016-04-02,2024-08-01,1500,1341.5,6,1,0,0,2,0,1,0,1,0,0,1,0,57
31J,"Jeff BOLES",USA,0,1,2016-04-15,2017-04-01,1500,1315.3,8,4,0,0,0,0,0,0,0,0,0,2,222,165
MKS,"Steve MIKLOSIK",USA,0,1,2016-04-15,2018-04-07,1500,1141.2,10,0,5,0,0,0,5,0,0,0,0,0,190,126
C7B,"Brent CRAWFORD",USA,1,0,2016-04-29,2024-08-03,1584.1,1491.9,56,27,22,12,22,11,25,13,24,12,0,7,0,0
11A,"Alex STOKES",USA,0,1,2016-04-29,2016-04-29,1500,1280.2,1,0,1,0,0,0,1,0,0,0,0,0,221,198
SMS,"Svante SANDBLOM",Sweden,1,0,2016-05-06,2024-05-05,1774.6,1752.4,85,49,32,17,27,17,47,30,17,6,1,6,0,0
YGM,"Martin YNGERSKOG",Sweden,1,0,2016-05-06,2022-11-20,1643.7,1612.7,56,32,18,12,23,11,12,8,20,8,0,5,0,0
GnG1,"Gérard Gambin",France,1,0,2016-05-13,2024-05-18,1539.7,1472,23,10,15,5,8,5,7,2,16,8,2,3,0,36
H4F,"Fabrice HOMMET",France,0,0,2016-05-13,2021-05-29,1500,1291.7,36,7,7,3,7,2,8,2,8,2,0,2,195,12
TNO,"Osman TASMAN",Turkey,1,0,2016-05-13,2023-05-28,1500,1368.9,21,6,5,0,6,3,8,4,8,1,0,3,0,39
HR1,"Sam HARPER",Canada,0,1,2016-05-20,2016-05-22,1565.3,1334.7,5,3,2,1,2,1,0,0,5,3,0,3,229,195
CTA,"Alain CHABOT",Canada,0,0,2016-05-20,2021-09-26,1500,1384.6,19,5,3,0,5,2,9,3,4,1,0,1,207,0
B77,"Daniel BRAUND",Canada,1,0,2016-05-20,2024-05-12,1500,1209.2,33,6,11,1,9,2,8,0,16,3,0,3,0,0
21A,"Andy RYERSON",Canada,0,1,2016-05-21,2019-05-19,1500,1343.1,8,3,2,0,1,1,4,1,4,2,0,1,214,87
KPD,"David KAPP",USA,0,1,2016-06-24,2016-06-24,1500,1254.1,2,0,1,0,1,0,1,0,1,0,0,0,216,192
ZIR,"Ross ZARZECKI",USA,0,0,2016-06-24,2021-06-20,1500,1457.8,19,7,2,1,3,0,11,4,8,3,0,5,220,9
G3G,"Gordon GEISSLER",USA,0,1,2016-06-24,2016-06-24,1562.1,1370.1,7,5,6,4,1,1,2,2,5,3,0,4,234,192
KRG,"Gary KROCKOVER",USA,0,0,2016-06-24,2019-06-01,1500,1288.2,11,2,5,1,2,0,8,2,3,0,0,2,205,84
B2S,"Shane BRANNAN",USA,1,0,2016-06-24,2024-06-13,1500,1225.8,30,5,2,1,1,0,12,2,18,3,0,1,0,0
DS1,"Steve DESROSIERS",USA,0,1,2016-06-24,2018-06-28,1500,1333.7,5,2,1,0,2,1,4,1,1,1,0,1,218,120
S1A,"Albert SALINAS",USA,0,1,2016-06-24,2016-06-24,1500,1279.7,1,0,0,0,0,0,1,0,0,0,0,0,220,192
1TS,"Shawn SHIFFLETT",USA,0,1,2016-06-24,2016-06-24,1500,1271.6,1,0,0,0,1,0,0,0,1,0,0,0,219,192
7D1,"Steven DUKE",USA,0,1,2016-06-24,2019-06-01,1602,1518,9,6,0,0,3,0,5,4,4,2,6,6,240,84
H1A,"Andrew HOSKINS",USA,0,1,2016-07-23,2016-07-23,1500,1296.4,1,0,0,0,0,0,0,0,0,0,0,0,222,189
LUA,"Akira LU",China,1,0,2016-07-29,2023-07-23,1500,1367,13,4,4,2,5,0,7,2,6,2,1,2,0,105
DOB,"Benji DAYCO",Philippines,0,1,2016-07-29,2016-07-31,1500,1223.2,5,1,3,0,2,1,2,1,3,0,0,1,211,189
WGZ,"Zhen WANG",China,1,0,2016-07-29,2024-07-28,1524.8,1465.6,35,15,16,5,10,6,11,5,21,7,0,4,0,45
ZGX,"Xiaowei (Xavier) ZHANG",China,1,0,2016-07-29,2024-07-28,1516.8,1506.4,16,10,10,6,4,3,8,5,7,4,3,3,0,105
FY3,"Raphaël FERRY",France,0,0,2016-07-29,2019-04-21,1528.1,1393.4,14,6,7,4,6,1,4,3,8,2,0,2,222,90
LGJ,"Jay LONG",USA,0,1,2016-07-29,2016-07-31,1515.3,1326.3,5,3,3,2,2,1,2,1,3,2,1,2,227,189
ZGJ,"Johnny (Guangjun) ZHENG",China,0,0,2016-07-29,2019-04-21,1541.1,1396.5,19,9,12,8,5,1,9,5,10,4,1,3,222,90
LIZ,"Zunwen Kyle LI",China,0,0,2016-07-30,2016-11-30,1561.8,1384.8,11,6,6,3,5,3,5,3,6,3,0,3,234,177
H2J,"Jim HUNTER",USA,1,0,2016-07-31,2022-10-05,1500,1351.4,24,5,1,0,3,1,11,2,8,1,1,1,0,0
M7M,"Matt MICHAUD",USA,0,1,2016-08-06,2016-08-07,1500,1278.6,3,1,3,1,0,0,2,1,1,0,0,1,220,189
15E,"Eric SHIPLEY",USA,1,0,2016-08-06,2024-08-03,1500,1405.6,24,8,5,3,9,3,13,6,11,2,0,2,0,21
AES,"Steve ACQUE",USA,0,1,2016-08-06,2017-04-29,1500,1263.2,5,1,1,0,2,1,1,0,2,1,0,1,213,162
BYJ,"Jeremy BUSBY",USA,1,0,2016-08-06,2023-07-01,1500,1295.9,17,3,10,1,6,2,9,1,8,2,2,2,0,21
DnP1,"Philippe Duchon",France,1,0,2016-09-01,2024-04-01,1632,1632,35,22,4,1,1,1,6,4,5,3,2,4,0,0
MISSING-2,Missing-2,,0,1,2016-10-07,2018-10-07,1500,1306.9,6,1,0,0,0,0,0,0,0,0,0,1,212,108
FkA1,"Al Fitzpatrick",,0,1,2016-10-08,2016-10-08,1500,1286.2,1,0,0,0,0,0,0,0,0,0,0,0,220,183
PZJ,"José Luis PEREZ",Spain,0,1,2016-10-22,2016-10-23,1504.4,1314.9,3,0,0,0,0,0,0,0,0,0,3,3,224,180
HTD,"David HUGUET",Spain,0,1,2016-10-22,2016-10-23,1504.8,1308.8,3,0,0,0,0,0,0,0,0,0,3,3,223,180
DHM,"Michael DOROSH",Canada,0,1,2016-11-04,2016-11-06,1500,1249.7,3,0,1,0,2,0,1,0,2,0,0,0,214,180
ENC,"Colin EMERSON",Canada,0,1,2016-11-04,2016-11-06,1500,1292.1,3,1,3,1,0,0,3,1,0,0,1,1,220,180
QTP,"Peter QUANT",Netherlands,1,0,2016-11-04,2023-11-05,1564.8,1463.3,24,11,11,4,4,1,11,3,8,5,4,6,0,33
VAP,"Peter VEENSTRA",Netherlands,1,0,2016-11-04,2023-11-05,1500,1389.2,26,8,10,3,9,3,15,6,8,1,0,4,0,0
M2G,"Guglielmo MENON",German,1,0,2016-11-04,2023-11-05,1500,1384.6,15,6,3,0,6,4,4,1,5,3,2,2,0,72
PUZ,"Pengyu ZHAO",China,0,1,2016-11-30,2016-11-30,1644.6,1467.6,8,6,2,1,6,5,2,2,6,4,1,5,246,177
BDS,"Steve BOND",Australia,1,0,2016-11-30,2024-06-17,1687.6,1593.9,26,17,6,4,5,4,12,6,13,10,2,5,0,81
KnB1,"Björn-Erik Karlsson",Sweden,0,1,2017-01-01,2017-01-01,1500,1265.3,4,1,3,0,1,1,0,0,0,0,1,1,215,174
BMS,"Steve BANHAM",Australia,0,1,2017-01-27,2017-01-29,1566.6,1395.6,5,4,1,0,3,3,2,2,2,1,2,2,234,171
DNL,"Luke DIBBEN",Australia,0,1,2017-01-27,2017-01-29,1500,1253.3,4,0,3,0,0,0,0,0,3,0,0,0,213,171
JYP,"Peter JEFFREY",Australia,0,1,2017-01-27,2017-01-29,1500,1256.8,5,1,4,0,1,1,1,0,4,1,1,1,214,171
F33,"Steve FEHRENBACHER",USA,0,1,2017-02-10,2017-02-11,1529.1,1336,2,1,0,0,0,0,0,0,0,0,0,1,225,168
BSY,"Øyvind Bjørkås",,1,0,2017-02-24,2024-03-03,1500,1423.7,49,15,17,7,21,4,20,3,16,8,1,5,0,0
RLM,"Magnus RIMVALL",Sweden,1,0,2017-02-24,2023-08-27,1530.6,1294.1,263,100,68,25,53,16,83,32,80,27,0,5,0,0
LLT,"Tron LJODAL",Norway,1,0,2017-02-24,2022-11-15,1670.3,1657.6,23,17,6,6,12,9,9,7,9,8,1,10,0,0
SnS1,"Søren Sandager Sørensen",,0,0,2017-02-24,2022-03-06,1500,1355.4,25,6,7,1,3,1,6,1,0,0,0,2,0,0
BEN,"Nils BAKKE",Norway,1,0,2017-02-24,2024-03-03,1511.9,1360.5,25,7,6,1,5,2,4,1,3,1,0,2,0,9
E1M,"Matthew ELLIS",UK,1,0,2017-03-01,2024-04-28,1611,1521.1,68,38,3,1,3,2,32,16,31,20,0,6,0,0
O2A,"Andrew CAMPEN",UK,0,0,2017-03-01,2018-03-03,1500,1156,13,1,0,0,0,0,6,1,7,0,0,1,192,129
BsE1,"Ed Barnes",USA,1,0,2017-03-01,2024-07-14,1500,1229.3,26,4,15,1,9,2,13,1,12,3,0,1,0,9
LrP1,"Paul Logger",,0,1,2017-03-01,2017-07-03,1526,1370,2,2,0,0,0,0,1,1,1,1,2,2,228,156
HEA,"Alan HUME",UK,0,1,2017-03-03,2020-03-06,1500,1351.2,4,0,0,0,0,0,3,0,1,0,0,0,211,57
CyD1,"Doug Cooley",,0,0,2017-03-11,2019-10-19,1500,1361.6,11,3,0,0,0,0,0,0,0,0,0,1,215,72
HoW1,"Wesley Ho",,1,1,2017-03-11,2022-11-06,1527.3,1373.5,8,3,2,1,2,0,1,0,3,1,0,2,0,90
ETR,"Ryan ELLETT",USA,0,1,2017-03-17,2019-03-16,1529.7,1326.1,6,1,4,1,2,0,5,0,1,1,0,1,212,93
CS1,"Dick CURTIS",USA,0,1,2017-03-31,2017-04-02,1556.1,1391.1,5,4,3,3,2,1,3,2,2,2,2,2,233,165
72J,"Jeff DONIGIAN",USA,0,1,2017-03-31,2017-04-02,1519.1,1267.9,6,2,4,1,2,1,2,1,4,1,0,1,214,165
BT4,"Todd BAULT",USA,0,1,2017-03-31,2017-04-01,1500,1269.1,4,1,1,1,3,0,3,0,1,1,0,1,215,165
2LJ,"Jim NAIL",USA,0,1,2017-04-01,2017-04-01,1500,1292.6,1,0,0,0,0,0,0,0,0,0,0,0,218,165
